55001,-89.767223,43.973763
55003,-90.665154,46.546291
55005,-91.852892,45.437192
55007,-91.177282,46.634199
55009,-87.995926,44.473961
55011,-91.758714,44.389759
55013,-92.367978,45.865255
55015,-88.212132,44.07841
55017,-91.283505,45.069092
55019,-90.610201,44.733596
55021,-89.330472,43.471882
55023,-90.95123,43.24991
55025,-89.417852,43.067468
55027,-88.704379,43.422706
55029,-87.087936,45.067808
55031,-91.89258,46.463316
55033,-91.89772,44.947741
55035,-91.286414,44.726355
55037,-88.400322,45.849646
55039,-88.493284,43.754722
55041,-88.773225,45.666882
55043,-90.695368,42.870062
55045,-89.605639,42.677728
55047,-88.987228,43.76141
55049,-90.133692,43.001021
55051,-90.261299,46.32655
55053,-90.806541,44.324895
55055,-88.773986,43.013807
55057,-90.113984,43.932836
55059,-87.424898,42.579703
55061,-87.161813,44.500949
55063,-91.111758,43.908222
55065,-90.130292,42.655578
55067,-89.06819,45.259204
55069,-89.742082,45.338319
55071,-87.313828,44.105108
55073,-89.757823,44.898036
55075,-87.991198,45.346899
55077,-89.409095,43.826053
55078,-88.669251,44.991304
55079,-87.481575,43.017655
55081,-90.619969,43.945175
55083,-88.206516,44.996575
55085,-89.536693,45.713791
55087,-88.464988,44.418226
55089,-87.496553,43.360715
55091,-91.83489,44.627436
55093,-92.426279,44.725337
55095,-92.453154,45.46803
55097,-89.49807,44.476246
55099,-90.35965,45.679072
55101,-87.414676,42.754075
55103,-90.435693,43.376199
55105,-89.075119,42.669931
55107,-91.136745,45.472734
55109,-92.447284,45.028959
55111,-89.943329,43.427998
55113,-91.14713,45.864913
55115,-88.755813,44.789641
55117,-87.730546,43.746002
55119,-90.504853,45.211656
55121,-91.358867,44.30305
55123,-90.815226,43.599858
55125,-89.501254,46.049848
55127,-88.541731,42.66811
55129,-91.796423,45.892463
55131,-88.232917,43.391156
55133,-88.306707,43.019308
55135,-88.967006,44.478004
55137,-89.239752,44.112825
55139,-88.668149,44.085707
55141,-90.038825,44.461413
